CCCM IDP Site Code,Region,District,Settlement, HH , Ind ,Latitude,Longitude,Neighbourhood,Neighbourhood Type,Source,IDP Code (REACH DSA4),district_code
CCCM-SO220117-0311,Banadir,Mogadishu Khada,Horseed, 185 , 925 ,2.0413215,45.2508463,Baxaabo 5,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0312,Banadir,Mogadishu Khada,Maalimey, 125 , 656 ,2.0408042,45.2510028,Baxaabo 5,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0313,Banadir,Mogadishu Khada,War Jinaay, 140 , 423 ,2.0625257,45.2539365,Bay Iyo Bakol,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0314,Banadir,Mogadishu Khada,Wargaabo, 90 , 189 ,2.0633504,45.2536521,Bay Iyo Bakol,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0315,Banadir,Mogadishu Khada,Gololdhere, 100 , 480 ,2.0670871,45.2353843,Beelo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0316,Banadir,Mogadishu Khada,Maryamo, 75 , 230 ,2.0670295,45.2354991,Beelo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0317,Banadir,Mogadishu Khada,Musley, 100 , 361 ,2.0672063,45.2354508,Beelo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0318,Banadir,Mogadishu Khada,Waaberi, 170 , 520 ,2.067077,45.235568,Beelo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0319,Banadir,Mogadishu Khada,Macruf, 118 , 590 ,2.0631225,45.2542005,Beer Gadiid,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0320,Banadir,Mogadishu Khada,Saado, 135 , 810 ,2.0629867,45.2544133,Beer Gadiid,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0321,Banadir,Mogadishu Khada,Beerey, 120 , 600 ,2.0569221,45.2461647,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0322,Banadir,Mogadishu Khada,Dafow, 100 , 500 ,2.0578385,45.2469753,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0323,Banadir,Mogadishu Khada,Dulkat2, 110 , 550 ,2.057328,45.2466257,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0324,Banadir,Mogadishu Khada,Durey, 229 , 916 ,2.0579013,45.2464563,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0325,Banadir,Mogadishu Khada,Garasey, 180 ," 1,000 ",2.0583136,45.2483502,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0326,Banadir,Mogadishu Khada,Garawlay, 78 , 390 ,2.058396,45.2475195,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0327,Banadir,Mogadishu Khada,Kulander, 90 , 360 ,2.0569893,45.2464031,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0328,Banadir,Mogadishu Khada,Timir, 190 , 760 ,2.0574732,45.2462083,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0329,Banadir,Mogadishu Khada,Tugara, 200 ," 1,000 ",2.0581206,45.2460241,Beerey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0330,Banadir,Mogadishu Khada,Alle Suge, 50 , 398 ,2.0539451,45.2684277,Berdale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0331,Banadir,Mogadishu Khada,Gasah Omana, 50 , 300 ,2.054798,45.268192,Berdale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0332,Banadir,Mogadishu Khada,Howlaha Guuled , 38 , 380 ,2.054457,45.2689672,Berdale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0333,Banadir,Mogadishu Khada,Nabaddoon , 80 , 400 ,2.0538161,45.26895,Berdale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0334,Banadir,Mogadishu Khada,Bulo, 36 , 108 ,2.0683985,45.2349661,Bil Iyo Xidig,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0335,Banadir,Mogadishu Khada,Calaf2, 70 , 210 ,2.0669466,45.2344306,Bil Iyo Xidig,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0336,Banadir,Mogadishu Khada,Mareeg, 70 , 140 ,2.0504902,45.2686768,Bilan 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0337,Banadir,Mogadishu Khada,Shacani, 200 , 507 ,2.0502501,45.2688028,Bilan 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0338,Banadir,Mogadishu Khada,Barire, 50 , 406 ,2.0576285,45.2595817,Bilqeyr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0339,Banadir,Mogadishu Khada,Bulewaray, 40 , 280 ,2.0582978,45.2594021,Bilqeyr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0340,Banadir,Mogadishu Khada,Kurtumale, 55 , 330 ,2.0577949,45.2600314,Bilqeyr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0341,Banadir,Mogadishu Khada,Shirfoole, 50 , 300 ,2.0576874,45.2605278,Bilqeyr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0342,Banadir,Mogadishu Khada,Balafley, 58 , 300 ,2.0386769,45.259891,Bishaaro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0343,Banadir,Mogadishu Khada,Buurfuule, 61 , 300 ,2.0402247,45.2607461,Bishaaro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0344,Banadir,Mogadishu Khada,Cabaanaane, 93 , 500 ,2.0402137,45.2606187,Bishaaro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0345,Banadir,Mogadishu Khada,Goday, 59 , 366 ,2.0403592,45.2608409,Bishaaro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0346,Banadir,Mogadishu Khada,Xadidaale, 59 , 344 ,2.0402087,45.2606302,Bishaaro,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0347,Banadir,Mogadishu Khada,Gabileey, 110 , 550 ,2.0637872,45.2444586,Bismailahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0348,Banadir,Mogadishu Khada,Hadiilo, 92 , 460 ,2.063997,45.2445345,Bismailahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0349,Banadir,Mogadishu Khada,Kadis, 128 , 512 ,2.0634574,45.2442221,Bismailahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0350,Banadir,Mogadishu Khada,Kordhamac, 108 , 432 ,2.0639103,45.2449888,Bismailahi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0351,Banadir,Mogadishu Khada,Baarqoleyle, 45 , 75 ,2.0541374,45.2703929,Bitale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0352,Banadir,Mogadishu Khada,Barnasib, 40 , 100 ,2.0539503,45.2702324,Bitale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0353,Banadir,Mogadishu Khada,Beerxani, 38 , 80 ,2.0533591,45.2696659,Bitale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0354,Banadir,Mogadishu Khada,Biyo Ade , 130 , 607 ,2.0558244,45.2606175,Biyo Ade,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0355,Banadir,Mogadishu Khada,Biyonef, 92 , 720 ,2.0520365,45.2678881,Biyonef,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0356,Banadir,Mogadishu Khada,Xareed, 43 , 125 ,2.061006667,45.25932667,Bubbud,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0357,Banadir,Mogadishu Khada,Awbere, 45 , 445 ,2.0650047,45.228279,Bula Cir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0358,Banadir,Mogadishu Khada,Bil Nur, 57 , 171 ,2.0671807,45.235811,Bule Sheikh ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0359,Banadir,Mogadishu Khada,Dugsilow, 139 , 417 ,2.0564812,45.2630095,Bulo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0360,Banadir,Mogadishu Khada,Gumeysidid, 54 , 277 ,2.0662903,45.2337691,Bulo Sidow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0361,Banadir,Mogadishu Khada,Rabi Toog, 38 , 179 ,2.0662903,45.2337691,Bulo Sidow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0362,Banadir,Mogadishu Khada,Barako, 196 , 980 ,2.06121,45.2453166,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0363,Banadir,Mogadishu Khada,Bokooro, 75 , 375 ,2.0621024,45.2438816,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0364,Banadir,Mogadishu Khada,Bulsho, 250 ," 1,250 ",2.0615154,45.2457348,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0365,Banadir,Mogadishu Khada,Dahab, 210 , 580 ,2.0609534,45.2454762,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0366,Banadir,Mogadishu Khada,Dalbiyaan, 150 , 560 ,2.0604885,45.2451566,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0367,Banadir,Mogadishu Khada,Danow, 85 , 527 ,2.0606486,45.245854,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0368,Banadir,Mogadishu Khada,Dhayiney, 80 , 355 ,2.0609554,45.2449551,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0369,Banadir,Mogadishu Khada,Durdur , 69 , 276 ,2.0618857,45.2440506,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0370,Banadir,Mogadishu Khada,Gaabirow, 120 , 440 ,2.0603959,45.245249,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0371,Banadir,Mogadishu Khada,Haduma, 120 , 555 ,2.0598362,45.2460306,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0372,Banadir,Mogadishu Khada,Harar, 250 , 620 ,2.0609721,45.2456511,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0373,Banadir,Mogadishu Khada,Hareeri 1, 200 ," 1,000 ",2.0618692,45.2449731,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0374,Banadir,Mogadishu Khada,Janaale, 100 , 400 ,2.0606998,45.2454099,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0375,Banadir,Mogadishu Khada,Kaalmoy, 270 ," 1,080 ",2.0612973,45.2452938,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0376,Banadir,Mogadishu Khada,Kurah, 270 , 887 ,2.061834,45.2454211,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0377,Banadir,Mogadishu Khada,Liimaale, 60 , 502 ,2.0611249,45.2454884,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0378,Banadir,Mogadishu Khada,Mudan, 190 , 485 ,2.0604919,45.2452238,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0379,Banadir,Mogadishu Khada,Nasable, 170 , 850 ,2.0607664,45.2453634,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0380,Banadir,Mogadishu Khada,Roobay, 210 , 630 ,2.0612793,45.2453775,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0381,Banadir,Mogadishu Khada,Roona Rabaa Og, 310 , 700 ,2.0608455,45.2462221,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0382,Banadir,Mogadishu Khada,Sarmandher, 300 ," 1,200 ",2.0611799,45.2452794,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0383,Banadir,Mogadishu Khada,Shiniile , 95 , 380 ,2.0616639,45.243845,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0384,Banadir,Mogadishu Khada,Sool, 200 , 620 ,2.0606469,45.245863,Bulsho Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0385,Banadir,Mogadishu Khada,All Hamdulilah, 45 , 235 ,2.0649848,45.2282915,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0386,Banadir,Mogadishu Khada,Ariinsooy, 58 , 349 ,2.065053,45.2283327,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0387,Banadir,Mogadishu Khada,Buulo Shiid, 55 , 310 ,2.0648404,45.2283626,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0388,Banadir,Mogadishu Khada,Ceel Bay, 63 , 259 ,2.066982,45.235541,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0389,Banadir,Mogadishu Khada,Madooy, 64 , 323 ,2.0649434,45.22833,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0390,Banadir,Mogadishu Khada,Nasrudiin, 60 , 340 ,2.0649399,45.2284447,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0391,Banadir,Mogadishu Khada,Niini Golweyn, 42 , 242 ,2.0648378,45.2287053,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0392,Banadir,Mogadishu Khada,Tanzil, 83 , 333 ,2.0670804,45.2356522,Buulo Ciir,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0393,Banadir,Mogadishu Khada,Warjaay, 76 , 490 ,2.050935,45.25878333,Buulo Jaay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0394,Banadir,Mogadishu Khada,Waryarow, 126 , 708 ,2.05096,45.258615,Buulo Jaay,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0395,Banadir,Mogadishu Khada,Baale, 48 , 288 ,2.0670658,45.2353384,Buulo Shiiq,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0396,Banadir,Mogadishu Khada,Duraay, 41 , 232 ,2.0528023,45.2609764,Buurfuule,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0397,Banadir,Mogadishu Khada,Janaale, 60 , 457 ,2.0529733,45.2612543,Buurfuule,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0398,Banadir,Mogadishu Khada,Al Nacim, 50 , 150 ,2.0672776,45.2352201,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0399,Banadir,Mogadishu Khada,Damal, 30 , 120 ,2.0668735,45.2355823,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0400,Banadir,Mogadishu Khada,Jamac, 40 , 120 ,2.0667988,45.2377279,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0401,Banadir,Mogadishu Khada,Nastaho 2, 75 , 225 ,2.0668164,45.235659,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0402,Banadir,Mogadishu Khada,Ramo, 45 , 135 ,2.0668507,45.2355776,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0403,Banadir,Mogadishu Khada,Raso, 32 , 128 ,2.0668036,45.2356021,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0404,Banadir,Mogadishu Khada,Shaw, 67 , 201 ,2.0677729,45.2351537,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0405,Banadir,Mogadishu Khada,Zamzam, 54 , 162 ,2.0668351,45.2353335,Ceel Ali,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0406,Banadir,Mogadishu Khada,Alnacim, 125 , 868 ,2.0525106,45.2689007,Cifole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0407,Banadir,Mogadishu Khada,Burcade, 61 , 488 ,2.0511208,45.2672315,Cifole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0408,Banadir,Mogadishu Khada,Heyham, 180 , 720 ,2.0512285,45.267832,Cifole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0409,Banadir,Mogadishu Khada,Iftin, 62 , 458 ,2.0517179,45.2673447,Cifole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0410,Banadir,Mogadishu Khada,Macruf, 50 , 350 ,2.0512139,45.2685009,Cifole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0411,Banadir,Mogadishu Khada,Ubax, 97 , 679 ,2.0509137,45.2678093,Cifole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0412,Banadir,Mogadishu Khada,Da' & Danyar, 122 , 730 ,2.0624276,45.2549235,Da' & Danyar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0413,Banadir,Mogadishu Khada,Igow, 221 , 689 ,2.0627256,45.2546746,Da' & Danyar,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0414,Banadir,Mogadishu Khada,Hobshoole, 30 , 150 ,2.0553924,45.2428704,Daaru Uabax,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0415,Banadir,Mogadishu Khada,Al Na'Im, 41 , 407 ,2.0570818,45.2441388,Dabdheer,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0416,Banadir,Mogadishu Khada,Barariye, 100 , 505 ,2.0572914,45.2442075,Dabdheer,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0417,Banadir,Mogadishu Khada,Masaara, 40 , 439 ,2.0574873,45.2442844,Dabdheer,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0418,Banadir,Mogadishu Khada,Buulo Xaawo, 18 , 100 ,2.0604093,45.2614133,Dan Iyo Daacad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0419,Banadir,Mogadishu Khada,Quut Alle, 45 , 206 ,2.0604173,45.2602346,Dan Iyo Daacad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0420,Banadir,Mogadishu Khada,Shaafici, 50 , 330 ,2.0604722,45.2609263,Dan Iyo Daacad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0421,Banadir,Mogadishu Khada,Shaafici 1, 60 , 207 ,2.0604431,45.26072,Dan Iyo Daacad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0422,Banadir,Mogadishu Khada,Dan Kulan, 121 , 760 ,2.067319,45.2356389,Dan Wadaag,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0423,Banadir,Mogadishu Khada,Garab Waay, 89 , 735 ,2.0670601,45.2354345,Dan Wadaag ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0424,Banadir,Mogadishu Khada,Baaltaag, 165 , 660 ,2.0606169,45.2451625,Dani,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0425,Banadir,Mogadishu Khada,Daniga, 198 , 873 ,2.06096,45.2447849,Dani,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0426,Banadir,Mogadishu Khada,Goha, 113 , 678 ,2.0608163,45.2461487,Dani,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0427,Banadir,Mogadishu Khada,Moyshe, 180 , 720 ,2.0603926,45.245028,Dani,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0428,Banadir,Mogadishu Khada,Sharaf, 151 , 755 ,2.0605413,45.2445193,Dani,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0429,Banadir,Mogadishu Khada,Darow, 85 , 249 ,2.0499467,45.2633326,Darow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0430,Banadir,Mogadishu Khada,Aburow, 50 , 250 ,2.0440913,45.2612218,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0431,Banadir,Mogadishu Khada,Abuurow, 60 , 300 ,2.045176667,45.26122333,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0432,Banadir,Mogadishu Khada,Al Rahma, 85 , 573 ,2.0403477,45.2650819,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0433,Banadir,Mogadishu Khada,Al Raxms, 46 , 257 ,2.0448837,45.2607684,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0434,Banadir,Mogadishu Khada,Al Sacad, 40 , 81 ,2.0402592,45.2649654,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0435,Banadir,Mogadishu Khada,Bilan, 55 , 590 ,2.0402841,45.2650298,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0436,Banadir,Mogadishu Khada,Imansade, 77 , 341 ,2.0402065,45.2650114,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0437,Banadir,Mogadishu Khada,Kamka Iidaale, 102 , 504 ,2.04527,45.26155833,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0438,Banadir,Mogadishu Khada,Raaxo 1, 65 , 276 ,2.0447901,45.2607845,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0439,Banadir,Mogadishu Khada,Raho, 54 , 216 ,2.0402128,45.2654859,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0440,Banadir,Mogadishu Khada,Tawakal, 75 , 538 ,2.0438756,45.2610633,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0441,Banadir,Mogadishu Khada,Waney, 84 , 303 ,2.044923333,45.26082,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0442,Banadir,Mogadishu Khada,Wanney, 30 , 90 ,2.0444949,45.260771,Daru Salam,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0443,Banadir,Mogadishu Khada,Xaskul, 197 , 591 ,2.0594503,45.244005,Datax,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0444,Banadir,Mogadishu Khada,Ade Kofi, 45 , 367 ,2.0573069,45.2593852,Dauus,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0445,Banadir,Mogadishu Khada,Bali 2, 60 , 473 ,2.0568438,45.2596429,Dauus,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0446,Banadir,Mogadishu Khada,Dauus, 49 , 396 ,2.0565847,45.2596835,Dauus,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0447,Banadir,Mogadishu Khada,Ceeldher, 81 , 324 ,2.0440235,45.251437,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0448,Banadir,Mogadishu Khada,Dagen, 150 , 600 ,2.060578,45.2448385,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0449,Banadir,Mogadishu Khada,Dalmar, 127 , 381 ,2.060237,45.2450644,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0450,Banadir,Mogadishu Khada,Gobsoor, 173 , 519 ,2.0603138,45.2449092,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0451,Banadir,Mogadishu Khada,Had Full, 50 , 250 ,2.0448615,45.2515729,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0452,Banadir,Mogadishu Khada,Janale, 70 , 350 ,2.0457777,45.2548776,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0453,Banadir,Mogadishu Khada,Jilyal, 73 , 219 ,2.0446714,45.2524082,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0454,Banadir,Mogadishu Khada,Marti Sor, 58 , 232 ,2.0462498,45.2539687,Dayah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0455,Banadir,Mogadishu Khada,Ceel Barwaaqo, 40 , 200 ,2.0538287,45.2676878,Deeq Rabbi 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0456,Banadir,Mogadishu Khada,Ceel Jaale, 60 , 300 ,2.0534931,45.2683415,Deeq Rabbi 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0457,Banadir,Mogadishu Khada,Danwadaaq, 40 , 240 ,2.053483,45.2679605,Deeq Rabbi 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
